round,event,driver,team,quali_pts,quali_position,grid_position,finish_position,grid_penalty_positions,race_finish_pts,race_gain_pts,race_fl_pts,race_penalty,race_total,sprint_finish_pts,sprint_gain_pts,sprint_fl_pts,sprint_penalty,sprint_total,positive_pts,is_dnf,total_pts
4,Bahrain Grand Prix,STR,Aston Martin,0,19.0,19.0,17.0,0.0,0,2,0,0,2,,,,,,2,False,2
4,Bahrain Grand Prix,LEC,Ferrari,8,3.0,2.0,4.0,1.0,13,0,0,0,13,,,,,,21,False,21
4,Bahrain Grand Prix,BOR,Kick Sauber,0,18.0,18.0,18.0,0.0,0,0,0,0,0,,,,,,0,False,0
4,Bahrain Grand Prix,VER,Red Bull Racing,4,7.0,7.0,6.0,0.0,9,1,0,0,10,,,,,,14,False,14
4,Bahrain Grand Prix,ALB,Williams,0,15.0,15.0,12.0,0.0,1,3,0,0,4,,,,,,4,False,4
4,Bahrain Grand Prix,GAS,Alpine,6,5.0,4.0,7.0,1.0,7,0,0,0,7,,,,,,13,False,13
4,Bahrain Grand Prix,OCO,Haas F1 Team,0,14.0,14.0,8.0,0.0,5,6,0,0,11,,,,,,11,False,11
4,Bahrain Grand Prix,HAD,Racing Bulls,0,12.0,12.0,13.0,0.0,1,0,0,0,1,,,,,,1,False,1
4,Bahrain Grand Prix,ALO,Aston Martin,0,13.0,13.0,15.0,0.0,1,0,0,0,1,,,,,,1,False,1
4,Bahrain Grand Prix,DOO,Alpine,0,11.0,11.0,14.0,0.0,1,0,0,0,1,,,,,,1,False,1
4,Bahrain Grand Prix,ANT,Mercedes,7,4.0,5.0,11.0,-1.0,1,0,0,0,1,,,,,,8,False,8
4,Bahrain Grand Prix,TSU,Red Bull Racing,1,10.0,10.0,9.0,0.0,3,1,0,0,4,,,,,,5,False,5
4,Bahrain Grand Prix,BEA,Haas F1 Team,0,20.0,20.0,10.0,0.0,2,10,0,0,12,,,,,,12,False,12
4,Bahrain Grand Prix,LAW,Racing Bulls,0,17.0,17.0,16.0,0.0,0,1,0,0,1,,,,,,1,False,1
5,Saudi Arabian Grand Prix,NOR,McLaren,1,10.0,10.0,4.0,0.0,13,6,0,0,19,,,,,,20,False,20
5,Saudi Arabian Grand Prix,RUS,Mercedes,8,3.0,3.0,5.0,0.0,11,0,0,0,11,,,,,,19,False,19
5,Saudi Arabian Grand Prix,SAI,Williams,5,6.0,6.0,8.0,0.0,5,0,0,0,5,,,,,,10,False,10
5,Saudi Arabian Grand Prix,HAM,Ferrari,4,7.0,7.0,7.0,0.0,7,0,0,0,7,,,,,,11,False,11
5,Saudi Arabian Grand Prix,PIA,McLaren,9,2.0,2.0,1.0,0.0,25,1,0,0,26,,,,,,35,False,35
5,Saudi Arabian Grand Prix,HUL,Kick Sauber,0,18.0,18.0,15.0,0.0,1,3,0,0,4,,,,,,4,False,4
5,Saudi Arabian Grand Prix,STR,Aston Martin,0,16.0,16.0,16.0,0.0,0,0,0,0,0,,,,,,0,False,0
5,Saudi Arabian Grand Prix,LEC,Ferrari,7,4.0,4.0,3.0,0.0,16,1,0,0,17,,,,,,24,False,24
5,Saudi Arabian Grand Prix,BOR,Kick Sauber,0,20.0,20.0,18.0,0.0,0,2,0,0,2,,,,,,2,False,2
5,Saudi Arabian Grand Prix,VER,Red Bull Racing,10,1.0,1.0,2.0,0.0,20,0,0,0,20,,,,,,30,False,30
5,Saudi Arabian Grand Prix,ALB,Williams,0,11.0,11.0,9.0,0.0,3,2,0,0,5,,,,,,5,False,5
5,Saudi Arabian Grand Prix,GAS,Alpine,2,9.0,9.0,20.0,0.0,0,0,0,-10,-10,,,,,,2,True,-8
5,Saudi Arabian Grand Prix,OCO,Haas F1 Team,0,19.0,19.0,14.0,0.0,1,5,0,0,6,,,,,,6,False,6
5,Saudi Arabian Grand Prix,HAD,Racing Bulls,0,14.0,14.0,10.0,0.0,2,4,0,0,6,,,,,,6,False,6
5,Saudi Arabian Grand Prix,ALO,Aston Martin,0,13.0,13.0,11.0,0.0,1,2,0,0,3,,,,,,3,False,3
5,Saudi Arabian Grand Prix,DOO,Alpine,0,17.0,17.0,17.0,0.0,0,0,0,0,0,,,,,,0,False,0
5,Saudi Arabian Grand Prix,ANT,Mercedes,6,5.0,5.0,6.0,0.0,9,0,0,0,9,,,,,,15,False,15
5,Saudi Arabian Grand Prix,BEA,Haas F1 Team,0,15.0,15.0,13.0,0.0,1,2,0,0,3,,,,,,3,False,3
5,Saudi Arabian Grand Prix,TSU,Red Bull Racing,3,8.0,8.0,19.0,0.0,0,0,0,-10,-10,,,,,,3,True,-7
5,Saudi Arabian Grand Prix,LAW,Racing Bulls,0,12.0,12.0,12.0,0.0,1,0,0,0,1,,,,,,1,False,1
6,Miami Grand Prix,NOR,McLaren,9,2.0,2.0,2.0,0.0,20,0,0,0,20,8.0,2.0,0.0,0.0,10.0,39,False,39
6,Miami Grand Prix,RUS,Mercedes,6,5.0,5.0,3.0,0.0,16,2,0,0,18,5.0,1.0,0.0,0.0,6.0,30,False,30
6,Miami Grand Prix,SAI,Williams,5,6.0,6.0,9.0,0.0,3,0,0,0,3,0.0,0.0,0.0,-5.0,-5.0,8,False,3
6,Miami Grand Prix,HAM,Ferrari,0,12.0,12.0,8.0,0.0,5,4,0,0,9,6.0,4.0,0.0,0.0,10.0,19,False,19
6,Miami Grand Prix,PIA,McLaren,7,4.0,4.0,1.0,0.0,25,3,0,0,28,7.0,0.0,0.0,0.0,7.0,42,False,42
6,Miami Grand Prix,HUL,Kick Sauber,0,16.0,16.0,14.0,0.0,1,2,0,0,3,0.0,2.0,0.0,0.0,2.0,5,False,5
6,Miami Grand Prix,STR,Aston Martin,0,19.0,18.0,16.0,1.0,0,2,0,0,2,4.0,11.0,0.0,0.0,15.0,17,False,17
6,Miami Grand Prix,LEC,Ferrari,3,8.0,8.0,7.0,0.0,7,1,0,0,8,0.0,0.0,0.0,-5.0,-5.0,11,False,6
6,Miami Grand Prix,BOR,Kick Sauber,0,13.0,13.0,18.0,0.0,0,0,0,-10,-10,0.0,3.0,0.0,0.0,3.0,3,True,-7
6,Miami Grand Prix,VER,Red Bull Racing,10,1.0,1.0,4.0,0.0,13,0,0,0,13,0.0,0.0,0.0,0.0,0.0,23,False,23
6,Miami Grand Prix,ALB,Williams,4,7.0,7.0,5.0,0.0,11,2,0,0,13,0.0,0.0,0.0,0.0,0.0,17,False,17
6,Miami Grand Prix,GAS,Alpine,0,18.0,20.0,13.0,-2.0,1,7,0,0,8,1.0,5.0,0.0,0.0,6.0,14,False,14
6,Miami Grand Prix,OCO,Haas F1 Team,2,9.0,9.0,12.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,3,False,3
6,Miami Grand Prix,HAD,Racing Bulls,0,11.0,11.0,11.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,False,1
6,Miami Grand Prix,ALO,Aston Martin,0,17.0,17.0,15.0,0.0,1,2,0,0,3,0.0,0.0,0.0,-5.0,-5.0,3,False,-2
6,Miami Grand Prix,DOO,Alpine,0,14.0,14.0,20.0,0.0,0,0,0,-10,-10,0.0,1.0,0.0,0.0,1.0,1,True,-9
6,Miami Grand Prix,ANT,Mercedes,8,3.0,3.0,6.0,0.0,9,0,0,0,9,2.0,0.0,0.0,0.0,2.0,19,False,19
6,Miami Grand Prix,TSU,Red Bull Racing,1,10.0,10.0,10.0,0.0,2,0,0,0,2,3.0,14.0,0.0,0.0,17.0,20,False,20
6,Miami Grand Prix,BEA,Haas F1 Team,0,20.0,19.0,19.0,1.0,0,0,0,-10,-10,0.0,5.0,0.0,0.0,5.0,5,True,-5
6,Miami Grand Prix,LAW,Racing Bulls,0,15.0,15.0,17.0,0.0,0,0,0,-10,-10,0.0,1.0,0.0,0.0,1.0,1,True,-9
7,Emilia Romagna Grand Prix,NOR,McLaren,7,4.0,4.0,2.0,0.0,20,2,0,0,22,,,,,,29,False,29
7,Emilia Romagna Grand Prix,RUS,Mercedes,8,3.0,3.0,7.0,0.0,7,0,0,0,7,,,,,,15,False,15
7,Emilia Romagna Grand Prix,COL,Alpine,0,15.0,16.0,16.0,-1.0,0,0,0,0,0,,,,,,0,False,0
7,Emilia Romagna Grand Prix,SAI,Williams,5,6.0,6.0,8.0,0.0,5,0,0,0,5,,,,,,10,False,10
7,Emilia Romagna Grand Prix,HAM,Ferrari,0,12.0,12.0,4.0,0.0,13,8,0,0,21,,,,,,21,False,21
7,Emilia Romagna Grand Prix,PIA,McLaren,10,1.0,1.0,3.0,0.0,16,0,0,0,16,,,,,,26,False,26
7,Emilia Romagna Grand Prix,HUL,Kick Sauber,0,17.0,17.0,12.0,0.0,1,5,0,0,6,,,,,,6,False,6
7,Emilia Romagna Grand Prix,STR,Aston Martin,3,8.0,8.0,15.0,0.0,1,0,0,0,1,,,,,,4,False,4
7,Emilia Romagna Grand Prix,LEC,Ferrari,0,11.0,11.0,6.0,0.0,9,5,0,0,14,,,,,,14,False,14
7,Emilia Romagna Grand Prix,BOR,Kick Sauber,0,14.0,14.0,18.0,0.0,0,0,0,0,0,,,,,,0,False,0
7,Emilia Romagna Grand Prix,VER,Red Bull Racing,9,2.0,2.0,1.0,0.0,25,1,0,0,26,,,,,,35,False,35
7,Emilia Romagna Grand Prix,ALB,Williams,4,7.0,7.0,5.0,0.0,11,2,0,0,13,,,,,,17,False,17
7,Emilia Romagna Grand Prix,GAS,Alpine,1,10.0,10.0,13.0,0.0,1,0,0,0,1,,,,,,2,False,2
7,Emilia Romagna Grand Prix,OCO,Haas F1 Team,0,18.0,18.0,20.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
7,Emilia Romagna Grand Prix,HAD,Racing Bulls,2,9.0,9.0,9.0,0.0,3,0,0,0,3,,,,,,5,False,5
7,Emilia Romagna Grand Prix,ALO,Aston Martin,6,5.0,5.0,11.0,0.0,1,0,0,0,1,,,,,,7,False,7
7,Emilia Romagna Grand Prix,ANT,Mercedes,0,13.0,13.0,19.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
7,Emilia Romagna Grand Prix,TSU,Red Bull Racing,0,20.0,20.0,10.0,0.0,2,10,0,0,12,,,,,,12,False,12
7,Emilia Romagna Grand Prix,BEA,Haas F1 Team,0,19.0,19.0,17.0,0.0,0,2,0,0,2,,,,,,2,False,2
7,Emilia Romagna Grand Prix,LAW,Racing Bulls,0,16.0,15.0,14.0,1.0,1,1,0,0,2,,,,,,2,False,2
8,Monaco Grand Prix,NOR,McLaren,10,1.0,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
8,Monaco Grand Prix,RUS,Mercedes,0,14.0,14.0,11.0,0.0,1,3,0,0,4,,,,,,4,False,4
8,Monaco Grand Prix,COL,Alpine,0,20.0,18.0,13.0,2.0,1,5,0,0,6,,,,,,6,False,6
8,Monaco Grand Prix,SAI,Williams,0,11.0,11.0,10.0,0.0,2,1,0,0,3,,,,,,3,False,3
8,Monaco Grand Prix,HAM,Ferrari,7,4.0,7.0,5.0,-3.0,11,2,0,0,13,,,,,,20,False,20
8,Monaco Grand Prix,PIA,McLaren,8,3.0,3.0,3.0,0.0,16,0,0,0,16,,,,,,24,False,24
8,Monaco Grand Prix,HUL,Kick Sauber,0,13.0,13.0,16.0,0.0,0,0,0,0,0,,,,,,0,False,0
8,Monaco Grand Prix,STR,Aston Martin,0,19.0,19.0,15.0,0.0,1,4,0,0,5,,,,,,5,False,5
8,Monaco Grand Prix,LEC,Ferrari,9,2.0,2.0,2.0,0.0,20,0,0,0,20,,,,,,29,False,29
8,Monaco Grand Prix,BOR,Kick Sauber,0,16.0,16.0,14.0,0.0,1,2,0,0,3,,,,,,3,False,3
8,Monaco Grand Prix,VER,Red Bull Racing,6,5.0,4.0,4.0,1.0,13,0,0,0,13,,,,,,19,False,19
8,Monaco Grand Prix,ALB,Williams,1,10.0,10.0,9.0,0.0,3,1,0,0,4,,,,,,5,False,5
8,Monaco Grand Prix,GAS,Alpine,0,18.0,17.0,20.0,1.0,0,0,0,-10,-10,,,,,,0,True,-10
8,Monaco Grand Prix,OCO,Haas F1 Team,3,8.0,8.0,7.0,0.0,7,1,0,0,8,,,,,,11,False,11
8,Monaco Grand Prix,HAD,Racing Bulls,5,6.0,5.0,6.0,1.0,9,0,0,0,9,,,,,,14,False,14
8,Monaco Grand Prix,ALO,Aston Martin,4,7.0,6.0,19.0,1.0,0,0,0,-10,-10,,,,,,4,True,-6
8,Monaco Grand Prix,ANT,Mercedes,0,15.0,15.0,18.0,0.0,0,0,0,0,0,,,,,,0,False,0
8,Monaco Grand Prix,BEA,Haas F1 Team,0,17.0,20.0,12.0,-3.0,1,8,0,0,9,,,,,,9,False,9
8,Monaco Grand Prix,TSU,Red Bull Racing,0,12.0,12.0,17.0,0.0,0,0,0,0,0,,,,,,0,False,0
8,Monaco Grand Prix,LAW,Racing Bulls,2,9.0,9.0,8.0,0.0,5,1,0,0,6,,,,,,8,False,8
9,Spanish Grand Prix,NOR,McLaren,9,2.0,2.0,2.0,0.0,20,0,0,0,20,,,,,,29,False,29
9,Spanish Grand Prix,RUS,Mercedes,7,4.0,4.0,4.0,0.0,13,0,0,0,13,,,,,,20,False,20
9,Spanish Grand Prix,COL,Alpine,0,19.0,18.0,15.0,1.0,1,3,0,0,4,,,,,,4,False,4
9,Spanish Grand Prix,SAI,Williams,0,18.0,17.0,14.0,1.0,1,3,0,0,4,,,,,,4,False,4
9,Spanish Grand Prix,HAM,Ferrari,6,5.0,5.0,6.0,0.0,9,0,0,0,9,,,,,,15,False,15
9,Spanish Grand Prix,PIA,McLaren,10,1.0,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
9,Spanish Grand Prix,HUL,Kick Sauber,0,16.0,15.0,5.0,1.0,11,10,0,0,21,,,,,,21,False,21
9,Spanish Grand Prix,STR,Unknown,0,14.0,,,,0,0,0,0,0,,,,,,0,False,0
9,Spanish Grand Prix,LEC,Ferrari,4,7.0,7.0,3.0,0.0,16,4,0,0,20,,,,,,24,False,24
9,Spanish Grand Prix,BOR,Kick Sauber,0,12.0,12.0,12.0,0.0,1,0,0,0,1,,,,,,1,False,1
9,Spanish Grand Prix,VER,Red Bull Racing,8,3.0,3.0,10.0,0.0,2,0,0,0,2,,,,,,10,False,10
9,Spanish Grand Prix,ALB,Williams,0,11.0,11.0,19.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
9,Spanish Grand Prix,GAS,Alpine,3,8.0,8.0,8.0,0.0,5,0,0,0,5,,,,,,8,False,8
9,Spanish Grand Prix,OCO,Haas F1 Team,0,17.0,16.0,16.0,1.0,0,0,0,0,0,,,,,,0,False,0
9,Spanish Grand Prix,HAD,Racing Bulls,2,9.0,9.0,7.0,0.0,7,2,0,0,9,,,,,,11,False,11
9,Spanish Grand Prix,ALO,Aston Martin,1,10.0,10.0,9.0,0.0,3,1,0,0,4,,,,,,5,False,5
9,Spanish Grand Prix,ANT,Mercedes,5,6.0,6.0,18.0,0.0,0,0,0,-10,-10,,,,,,5,True,-5
9,Spanish Grand Prix,TSU,Red Bull Racing,0,20.0,19.0,13.0,1.0,1,6,0,0,7,,,,,,7,False,7
9,Spanish Grand Prix,BEA,Haas F1 Team,0,15.0,14.0,17.0,1.0,0,0,0,0,0,,,,,,0,False,0
9,Spanish Grand Prix,LAW,Racing Bulls,0,13.0,13.0,11.0,0.0,1,2,0,0,3,,,,,,3,False,3
10,Canadian Grand Prix,RUS,Mercedes,10,1.0,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
10,Canadian Grand Prix,NOR,McLaren,4,7.0,7.0,18.0,0.0,0,0,0,-10,-10,,,,,,4,True,-6
10,Canadian Grand Prix,COL,Alpine,0,12.0,10.0,13.0,2.0,1,0,0,0,1,,,,,,1,False,1
10,Canadian Grand Prix,SAI,Williams,0,17.0,16.0,10.0,1.0,2,6,0,0,8,,,,,,8,False,8
10,Canadian Grand Prix,HAM,Ferrari,6,5.0,5.0,6.0,0.0,9,0,0,0,9,,,,,,15,False,15
10,Canadian Grand Prix,PIA,McLaren,8,3.0,3.0,4.0,0.0,13,0,0,0,13,,,,,,21,False,21
10,Canadian Grand Prix,HUL,Kick Sauber,0,13.0,11.0,8.0,2.0,5,3,0,0,8,,,,,,8,False,8
10,Canadian Grand Prix,STR,Aston Martin,0,18.0,17.0,17.0,1.0,0,0,0,0,0,,,,,,0,False,0
10,Canadian Grand Prix,LEC,Ferrari,3,8.0,8.0,5.0,0.0,11,3,0,0,14,,,,,,17,False,17
10,Canadian Grand Prix,BOR,Kick Sauber,0,16.0,15.0,14.0,1.0,1,1,0,0,2,,,,,,2,False,2
10,Canadian Grand Prix,VER,Red Bull Racing,9,2.0,2.0,2.0,0.0,20,0,0,0,20,,,,,,29,False,29
10,Canadian Grand Prix,ALB,Williams,1,10.0,9.0,20.0,1.0,0,0,0,-10,-10,,,,,,1,True,-9
10,Canadian Grand Prix,GAS,Alpine,0,20.0,20.0,15.0,0.0,1,5,0,0,6,,,,,,6,False,6
10,Canadian Grand Prix,OCO,Haas F1 Team,0,15.0,14.0,9.0,1.0,3,5,0,0,8,,,,,,8,False,8
10,Canadian Grand Prix,HAD,Racing Bulls,2,9.0,12.0,16.0,-3.0,0,0,0,0,0,,,,,,2,False,2
10,Canadian Grand Prix,ALO,Aston Martin,5,6.0,6.0,7.0,0.0,7,0,0,0,7,,,,,,12,False,12
10,Canadian Grand Prix,ANT,Mercedes,7,4.0,4.0,3.0,0.0,16,1,0,0,17,,,,,,24,False,24
10,Canadian Grand Prix,BEA,Haas F1 Team,0,14.0,13.0,11.0,1.0,1,2,0,0,3,,,,,,3,False,3
10,Canadian Grand Prix,TSU,Red Bull Racing,0,11.0,18.0,12.0,-7.0,1,6,0,0,7,,,,,,7,False,7
10,Canadian Grand Prix,LAW,Racing Bulls,0,19.0,19.0,19.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
11,Austrian Grand Prix,NOR,McLaren,10,1.0,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
11,Austrian Grand Prix,RUS,Mercedes,6,5.0,5.0,5.0,0.0,11,0,0,0,11,,,,,,17,False,17
11,Austrian Grand Prix,COL,Alpine,0,14.0,14.0,15.0,0.0,1,0,0,0,1,,,,,,1,False,1
11,Austrian Grand Prix,SAI,Williams,0,19.0,19.0,20.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
11,Austrian Grand Prix,HAM,Ferrari,7,4.0,4.0,4.0,0.0,13,0,0,0,13,,,,,,20,False,20
11,Austrian Grand Prix,PIA,McLaren,8,3.0,3.0,2.0,0.0,20,1,0,0,21,,,,,,29,False,29
