round,event,driver,team,quali_pts,quali_position,grid_position,finish_position,grid_penalty_positions,race_finish_pts,race_gain_pts,race_fl_pts,race_penalty,race_total,sprint_finish_pts,sprint_gain_pts,sprint_fl_pts,sprint_penalty,sprint_total,positive_pts,is_dnf,total_pts
3,Australian Grand Prix,OCO,Alpine,0,15,15,16,0,0,0,0,0,0,,,,,,0,False,0
3,Australian Grand Prix,PER,Red Bull Racing,8,3,6,5,-3,11,1,0,0,12,,,,,,20,False,20
3,Australian Grand Prix,BOT,Kick Sauber,0,13,13,14,0,1,0,0,0,1,,,,,,1,False,1
3,Australian Grand Prix,SAI,Ferrari,9,2,2,1,0,25,1,0,0,26,,,,,,35,False,35
3,Australian Grand Prix,MAG,Haas F1 Team,0,14,14,10,0,2,4,0,0,6,,,,,,6,False,6
3,Australian Grand Prix,RIC,RB,0,18,18,12,0,1,6,0,0,7,,,,,,7,False,7
3,Australian Grand Prix,HUL,Haas F1 Team,0,16,16,9,0,3,7,0,0,10,,,,,,10,False,10
3,Australian Grand Prix,LEC,Ferrari,6,5,4,2,1,20,2,0,0,22,,,,,,28,False,28
3,Australian Grand Prix,ZHO,Kick Sauber,0,19,19,15,0,1,4,0,0,5,,,,,,5,False,5
3,Australian Grand Prix,VER,Red Bull Racing,10,1,1,19,0,0,0,0,-10,-10,,,,,,10,True,0
3,Australian Grand Prix,ALO,Aston Martin,1,10,10,8,0,5,2,0,0,7,,,,,,8,False,8
3,Australian Grand Prix,TSU,RB,3,8,8,7,0,7,1,0,0,8,,,,,,11,False,11
3,Australian Grand Prix,ALB,Williams,0,12,12,11,0,1,1,0,0,2,,,,,,2,False,2
3,Australian Grand Prix,GAS,Alpine,0,17,17,13,0,1,4,0,0,5,,,,,,5,False,5
3,Australian Grand Prix,HAM,Mercedes,0,11,11,18,0,0,0,0,-10,-10,,,,,,0,True,-10
3,Australian Grand Prix,NOR,McLaren,7,4,3,3,1,16,0,0,0,16,,,,,,23,False,23
3,Australian Grand Prix,STR,Aston Martin,2,9,9,6,0,9,3,0,0,12,,,,,,14,False,14
4,Japanese Grand Prix,RUS,Mercedes,2,9,9,7,0,7,2,0,0,9,,,,,,11,False,11
4,Japanese Grand Prix,PIA,McLaren,5,6,6,8,0,5,0,0,0,5,,,,,,10,False,10
4,Japanese Grand Prix,OCO,Alpine,0,15,15,15,0,1,0,0,0,1,,,,,,1,False,1
4,Japanese Grand Prix,SAR,Williams,0,19,19,17,0,0,2,0,0,2,,,,,,2,False,2
4,Japanese Grand Prix,PER,Red Bull Racing,9,2,2,2,0,20,0,0,0,20,,,,,,29,False,29
4,Japanese Grand Prix,BOT,Kick Sauber,0,13,13,14,0,1,0,0,0,1,,,,,,1,False,1
4,Japanese Grand Prix,SAI,Ferrari,7,4,4,3,0,16,1,0,0,17,,,,,,24,False,24
4,Japanese Grand Prix,MAG,Haas F1 Team,0,18,18,13,0,1,5,0,0,6,,,,,,6,False,6
4,Japanese Grand Prix,RIC,RB,0,11,11,19,0,0,0,0,-10,-10,,,,,,0,True,-10
4,Japanese Grand Prix,HUL,Haas F1 Team,0,12,12,11,0,1,1,0,0,2,,,,,,2,False,2
4,Japanese Grand Prix,LEC,Ferrari,3,8,8,4,0,13,4,0,0,17,,,,,,20,False,20
4,Japanese Grand Prix,ZHO,Kick Sauber,0,20,20,18,0,0,0,0,-10,-10,,,,,,0,True,-10
4,Japanese Grand Prix,VER,Red Bull Racing,10,1,1,1,0,25,0,0,0,25,,,,,,35,False,35
4,Japanese Grand Prix,ALO,Aston Martin,6,5,5,6,0,9,0,0,0,9,,,,,,15,False,15
4,Japanese Grand Prix,TSU,RB,1,10,10,10,0,2,0,0,0,2,,,,,,3,False,3
4,Japanese Grand Prix,ALB,Williams,0,14,14,20,0,0,0,0,-10,-10,,,,,,0,True,-10
4,Japanese Grand Prix,GAS,Alpine,0,17,17,16,0,0,1,0,0,1,,,,,,1,False,1
4,Japanese Grand Prix,HAM,Mercedes,4,7,7,9,0,3,0,0,0,3,,,,,,7,False,7
4,Japanese Grand Prix,NOR,McLaren,8,3,3,5,0,11,0,0,0,11,,,,,,19,False,19
4,Japanese Grand Prix,STR,Aston Martin,0,16,16,12,0,1,4,0,0,5,,,,,,5,False,5
5,Chinese Grand Prix,RUS,Mercedes,3,8,8,6,0,9,2,0,0,11,1.0,3.0,0.0,0.0,4.0,18,False,18
5,Chinese Grand Prix,PIA,McLaren,6,5,5,8,0,5,0,0,0,5,2.0,1.0,0.0,0.0,3.0,14,False,14
5,Chinese Grand Prix,OCO,Alpine,0,13,13,11,0,1,2,0,0,3,0.0,4.0,0.0,0.0,4.0,7,False,7
5,Chinese Grand Prix,SAR,Williams,0,20,20,17,0,0,3,0,0,3,0.0,2.0,0.0,0.0,2.0,5,False,5
5,Chinese Grand Prix,PER,Red Bull Racing,9,2,2,3,0,16,0,0,0,16,6.0,3.0,0.0,0.0,9.0,34,False,34
5,Chinese Grand Prix,BOT,Kick Sauber,1,10,10,20,0,0,0,0,-10,-10,0.0,0.0,0.0,0.0,0.0,1,True,-9
5,Chinese Grand Prix,SAI,Ferrari,4,7,7,5,0,11,2,0,0,13,4.0,0.0,0.0,0.0,4.0,21,False,21
5,Chinese Grand Prix,MAG,Haas F1 Team,0,17,17,16,0,0,1,0,0,1,0.0,2.0,0.0,0.0,2.0,3,False,3
5,Chinese Grand Prix,RIC,RB,0,12,12,18,0,0,0,0,-10,-10,0.0,3.0,0.0,0.0,3.0,3,True,-7
5,Chinese Grand Prix,HUL,Haas F1 Team,2,9,9,10,0,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,4,False,4
5,Chinese Grand Prix,LEC,Ferrari,5,6,6,4,0,13,2,0,0,15,5.0,3.0,0.0,0.0,8.0,28,False,28
5,Chinese Grand Prix,ZHO,Kick Sauber,0,16,16,14,0,1,2,0,0,3,0.0,1.0,0.0,0.0,1.0,4,False,4
5,Chinese Grand Prix,VER,Red Bull Racing,10,1,1,1,0,25,0,0,0,25,8.0,3.0,0.0,0.0,11.0,46,False,46
5,Chinese Grand Prix,ALO,Aston Martin,8,3,3,7,0,7,0,0,0,7,0.0,0.0,0.0,-5.0,-5.0,15,False,10
5,Chinese Grand Prix,TSU,RB,0,19,19,19,0,0,0,0,-10,-10,0.0,3.0,0.0,0.0,3.0,3,True,-7
5,Chinese Grand Prix,ALB,Williams,0,14,14,12,0,1,2,0,0,3,0.0,1.0,0.0,0.0,1.0,4,False,4
5,Chinese Grand Prix,GAS,Alpine,0,15,15,13,0,1,2,0,0,3,0.0,1.0,0.0,0.0,1.0,4,False,4
5,Chinese Grand Prix,HAM,Mercedes,0,18,18,9,0,3,9,0,0,12,7.0,0.0,0.0,0.0,7.0,19,False,19
5,Chinese Grand Prix,NOR,McLaren,7,4,4,2,0,20,2,0,0,22,3.0,0.0,0.0,0.0,3.0,32,False,32
5,Chinese Grand Prix,STR,Aston Martin,0,11,11,15,0,1,0,0,0,1,0.0,1.0,0.0,0.0,1.0,2,False,2
6,Miami Grand Prix,RUS,Mercedes,4,7,7,8,0,5,0,0,0,5,0.0,0.0,0.0,0.0,0.0,9,False,9
6,Miami Grand Prix,PIA,McLaren,5,6,6,13,0,1,0,0,0,1,3.0,0.0,0.0,0.0,3.0,9,False,9
6,Miami Grand Prix,OCO,Alpine,0,13,13,10,0,2,3,0,0,5,0.0,0.0,0.0,0.0,0.0,5,False,5
6,Miami Grand Prix,SAR,Williams,0,17,17,20,0,0,0,0,-10,-10,0.0,8.0,0.0,0.0,8.0,8,True,-2
6,Miami Grand Prix,PER,Red Bull Racing,7,4,4,4,0,13,0,0,0,13,6.0,0.0,0.0,0.0,6.0,26,False,26
6,Miami Grand Prix,BOT,Kick Sauber,0,16,16,16,0,0,0,0,0,0,0.0,5.0,0.0,0.0,5.0,5,False,5
6,Miami Grand Prix,SAI,Ferrari,8,3,3,5,0,11,0,0,0,11,4.0,0.0,0.0,0.0,4.0,23,False,23
6,Miami Grand Prix,MAG,Haas F1 Team,0,19,18,19,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False,0
6,Miami Grand Prix,RIC,RB,0,18,20,15,-2,1,5,0,0,6,5.0,0.0,0.0,0.0,5.0,11,False,11
6,Miami Grand Prix,HUL,Haas F1 Team,2,9,9,11,0,1,0,0,0,1,2.0,3.0,0.0,0.0,5.0,8,False,8
6,Miami Grand Prix,LEC,Ferrari,9,2,2,3,0,16,0,0,0,16,7.0,0.0,0.0,0.0,7.0,32,False,32
6,Miami Grand Prix,ZHO,Kick Sauber,0,20,19,14,1,1,5,0,0,6,0.0,6.0,0.0,0.0,6.0,12,False,12
6,Miami Grand Prix,VER,Red Bull Racing,10,1,1,2,0,20,0,0,0,20,8.0,0.0,0.0,0.0,8.0,38,False,38
6,Miami Grand Prix,ALO,Aston Martin,0,15,15,9,0,3,6,0,0,9,0.0,0.0,0.0,0.0,0.0,9,False,9
6,Miami Grand Prix,TSU,RB,1,10,10,7,0,7,3,0,0,10,1.0,7.0,0.0,0.0,8.0,19,False,19
6,Miami Grand Prix,ALB,Williams,0,14,14,18,0,0,0,0,0,0,0.0,7.0,0.0,0.0,7.0,7,False,7
6,Miami Grand Prix,GAS,Alpine,0,12,12,12,0,1,0,0,0,1,0.0,7.0,0.0,0.0,7.0,8,False,8
6,Miami Grand Prix,HAM,Mercedes,3,8,8,6,0,9,2,0,0,11,0.0,0.0,0.0,0.0,0.0,14,False,14
6,Miami Grand Prix,NOR,McLaren,6,5,5,1,0,25,4,0,0,29,0.0,0.0,0.0,-5.0,-5.0,35,False,30
6,Miami Grand Prix,STR,Aston Martin,0,11,11,17,0,0,0,0,0,0,0.0,0.0,0.0,-5.0,-5.0,0,False,-5
7,Emilia Romagna Grand Prix,RUS,Mercedes,5,6,6,7,0,7,0,0,0,7,,,,,,12,False,12
7,Emilia Romagna Grand Prix,PIA,McLaren,9,2,5,4,-3,13,1,0,0,14,,,,,,23,False,23
7,Emilia Romagna Grand Prix,OCO,Alpine,0,12,12,14,0,1,0,0,0,1,,,,,,1,False,1
7,Emilia Romagna Grand Prix,SAR,Williams,0,20,19,17,1,0,2,0,0,2,,,,,,2,False,2
7,Emilia Romagna Grand Prix,PER,Red Bull Racing,0,11,11,8,0,5,3,0,0,8,,,,,,8,False,8
7,Emilia Romagna Grand Prix,BOT,Kick Sauber,0,16,16,18,0,0,0,0,0,0,,,,,,0,False,0
7,Emilia Romagna Grand Prix,SAI,Ferrari,6,5,4,5,1,11,0,0,0,11,,,,,,17,False,17
7,Emilia Romagna Grand Prix,MAG,Haas F1 Team,0,18,18,12,0,1,6,0,0,7,,,,,,7,False,7
7,Emilia Romagna Grand Prix,RIC,RB,2,9,9,13,0,1,0,0,0,1,,,,,,3,False,3
7,Emilia Romagna Grand Prix,HUL,Haas F1 Team,1,10,10,11,0,1,0,0,0,1,,,,,,2,False,2
7,Emilia Romagna Grand Prix,LEC,Ferrari,7,4,3,3,1,16,0,0,0,16,,,,,,23,False,23
7,Emilia Romagna Grand Prix,ZHO,Kick Sauber,0,17,17,15,0,1,2,0,0,3,,,,,,3,False,3
7,Emilia Romagna Grand Prix,VER,Red Bull Racing,10,1,1,1,0,25,0,0,0,25,,,,,,35,False,35
7,Emilia Romagna Grand Prix,ALO,Aston Martin,0,19,20,19,-1,0,1,0,0,1,,,,,,1,False,1
7,Emilia Romagna Grand Prix,TSU,RB,4,7,7,10,0,2,0,0,0,2,,,,,,6,False,6
7,Emilia Romagna Grand Prix,ALB,Williams,0,14,14,20,0,0,0,0,-10,-10,,,,,,0,True,-10
7,Emilia Romagna Grand Prix,GAS,Alpine,0,15,15,16,0,0,0,0,0,0,,,,,,0,False,0
7,Emilia Romagna Grand Prix,HAM,Mercedes,3,8,8,6,0,9,2,0,0,11,,,,,,14,False,14
7,Emilia Romagna Grand Prix,NOR,McLaren,8,3,2,2,1,20,0,0,0,20,,,,,,28,False,28
7,Emilia Romagna Grand Prix,STR,Aston Martin,0,13,13,9,0,3,4,0,0,7,,,,,,7,False,7
8,Monaco Grand Prix,RUS,Mercedes,6,5,5,5,0,11,0,0,0,11,,,,,,17,False,17
8,Monaco Grand Prix,PIA,McLaren,9,2,2,2,0,20,0,0,0,20,,,,,,29,False,29
8,Monaco Grand Prix,OCO,Alpine,0,11,11,17,0,0,0,0,-10,-10,,,,,,0,True,-10
8,Monaco Grand Prix,SAR,Williams,0,15,15,15,0,1,0,0,0,1,,,,,,1,False,1
8,Monaco Grand Prix,PER,Red Bull Racing,0,16,16,18,0,0,0,0,-10,-10,,,,,,0,True,-10
8,Monaco Grand Prix,BOT,Kick Sauber,0,17,17,13,0,1,4,0,0,5,,,,,,5,False,5
8,Monaco Grand Prix,SAI,Ferrari,8,3,3,3,0,16,0,0,0,16,,,,,,24,False,24
8,Monaco Grand Prix,MAG,Haas F1 Team,0,15,20,20,-5,0,0,0,-10,-10,,,,,,0,True,-10
8,Monaco Grand Prix,RIC,RB,0,12,12,12,0,1,0,0,0,1,,,,,,1,False,1
8,Monaco Grand Prix,HUL,Haas F1 Team,0,14,19,19,-5,0,0,0,-10,-10,,,,,,0,True,-10
8,Monaco Grand Prix,LEC,Ferrari,10,1,1,1,0,25,0,0,0,25,,,,,,35,False,35
8,Monaco Grand Prix,ZHO,Kick Sauber,0,18,18,16,0,0,2,0,0,2,,,,,,2,False,2
8,Monaco Grand Prix,VER,Red Bull Racing,5,6,6,6,0,9,0,0,0,9,,,,,,14,False,14
8,Monaco Grand Prix,ALO,Aston Martin,0,14,14,11,0,1,3,0,0,4,,,,,,4,False,4
8,Monaco Grand Prix,TSU,RB,3,8,8,8,0,5,0,0,0,5,,,,,,8,False,8
8,Monaco Grand Prix,ALB,Williams,2,9,9,9,0,3,0,0,0,3,,,,,,5,False,5
8,Monaco Grand Prix,GAS,Alpine,1,10,10,10,0,2,0,0,0,2,,,,,,3,False,3
8,Monaco Grand Prix,HAM,Mercedes,4,7,7,7,0,7,0,0,0,7,,,,,,11,False,11
8,Monaco Grand Prix,NOR,McLaren,7,4,4,4,0,13,0,0,0,13,,,,,,20,False,20
8,Monaco Grand Prix,STR,Aston Martin,0,13,13,14,0,1,0,0,0,1,,,,,,1,False,1
9,Canadian Grand Prix,RUS,Mercedes,10,1,1,3,0,16,0,0,0,16,,,,,,26,False,26
9,Canadian Grand Prix,PIA,McLaren,7,4,4,5,0,11,0,0,0,11,,,,,,18,False,18
9,Canadian Grand Prix,OCO,Alpine,0,18,18,10,0,2,8,0,0,10,,,,,,10,False,10
9,Canadian Grand Prix,SAR,Williams,0,13,13,20,0,0,0,0,-10,-10,,,,,,0,True,-10
9,Canadian Grand Prix,PER,Red Bull Racing,0,16,16,18,0,0,0,0,-10,-10,,,,,,0,True,-10
9,Canadian Grand Prix,BOT,Kick Sauber,0,17,19,13,-2,1,6,0,0,7,,,,,,7,False,7
9,Canadian Grand Prix,MAG,Haas F1 Team,0,14,14,12,0,1,2,0,0,3,,,,,,3,False,3
9,Canadian Grand Prix,SAI,Ferrari,0,12,12,16,0,0,0,0,-10,-10,,,,,,0,True,-10
9,Canadian Grand Prix,RIC,RB,6,5,5,8,0,5,0,0,0,5,,,,,,11,False,11
9,Canadian Grand Prix,HUL,Haas F1 Team,0,19,17,11,2,1,6,0,0,7,,,,,,7,False,7
9,Canadian Grand Prix,LEC,Ferrari,0,11,11,19,0,0,0,0,-10,-10,,,,,,0,True,-10
9,Canadian Grand Prix,ZHO,Kick Sauber,0,20,20,15,0,1,5,0,0,6,,,,,,6,False,6
9,Canadian Grand Prix,VER,Red Bull Racing,9,2,2,1,0,25,1,0,0,26,,,,,,35,False,35
9,Canadian Grand Prix,ALO,Aston Martin,5,6,6,6,0,9,0,0,0,9,,,,,,14,False,14
9,Canadian Grand Prix,TSU,RB,3,8,8,14,0,1,0,0,0,1,,,,,,4,False,4
9,Canadian Grand Prix,ALB,Williams,1,10,10,17,0,0,0,0,-10,-10,,,,,,1,True,-9
9,Canadian Grand Prix,GAS,Alpine,0,15,15,9,0,3,6,0,0,9,,,,,,9,False,9
9,Canadian Grand Prix,HAM,Mercedes,4,7,7,4,0,13,3,0,0,16,,,,,,20,False,20
9,Canadian Grand Prix,NOR,McLaren,8,3,3,2,0,20,1,0,0,21,,,,,,29,False,29
9,Canadian Grand Prix,STR,Aston Martin,2,9,9,7,0,7,2,0,0,9,,,,,,11,False,11
10,Spanish Grand Prix,RUS,Mercedes,7,4,4,4,0,13,0,0,0,13,,,,,,20,False,20
10,Spanish Grand Prix,PIA,McLaren,1,10,9,7,1,7,2,0,0,9,,,,,,10,False,10
10,Spanish Grand Prix,OCO,Alpine,2,9,8,10,1,2,0,0,0,2,,,,,,4,False,4
10,Spanish Grand Prix,SAR,Williams,0,20,19,20,1,0,0,0,0,0,,,,,,0,False,0
10,Spanish Grand Prix,PER,Red Bull Racing,3,8,11,8,-3,5,3,0,0,8,,,,,,11,False,11
10,Spanish Grand Prix,BOT,Kick Sauber,0,12,12,16,0,0,0,0,0,0,,,,,,0,False,0
10,Spanish Grand Prix,SAI,Ferrari,5,6,6,6,0,9,0,0,0,9,,,,,,14,False,14
10,Spanish Grand Prix,MAG,Haas F1 Team,0,16,16,17,0,0,0,0,0,0,,,,,,0,False,0
10,Spanish Grand Prix,RIC,RB,0,18,18,15,0,1,3,0,0,4,,,,,,4,False,4
10,Spanish Grand Prix,HUL,Haas F1 Team,0,13,13,11,0,1,2,0,0,3,,,,,,3,False,3
10,Spanish Grand Prix,LEC,Ferrari,6,5,5,5,0,11,0,0,0,11,,,,,,17,False,17
10,Spanish Grand Prix,ZHO,Kick Sauber,0,15,15,13,0,1,2,0,0,3,,,,,,3,False,3
10,Spanish Grand Prix,VER,Red Bull Racing,9,2,2,1,0,25,1,0,0,26,,,,,,35,False,35
10,Spanish Grand Prix,ALO,Aston Martin,0,11,10,12,1,1,0,0,0,1,,,,,,1,False,1
10,Spanish Grand Prix,TSU,RB,0,17,17,19,0,0,0,0,0,0,,,,,,0,False,0
10,Spanish Grand Prix,ALB,Williams,0,19,20,18,-1,0,2,0,0,2,,,,,,2,False,2
10,Spanish Grand Prix,GAS,Alpine,4,7,7,9,0,3,0,0,0,3,,,,,,7,False,7
10,Spanish Grand Prix,HAM,Mercedes,8,3,3,3,0,16,0,0,0,16,,,,,,24,False,24
10,Spanish Grand Prix,NOR,McLaren,10,1,1,2,0,20,0,0,0,20,,,,,,30,False,30
10,Spanish Grand Prix,STR,Aston Martin,0,14,14,14,0,1,0,0,0,1,,,,,,1,False,1
11,Austrian Grand Prix,RUS,Mercedes,8,3,3,1,0,25,2,0,0,27,5.0,0.0,0.0,0.0,5.0,40,False,40
11,Austrian Grand Prix,PIA,McLaren,4,7,7,2,0,20,5,0,0,25,7.0,1.0,0.0,0.0,8.0,37,False,37
11,Austrian Grand Prix,OCO,Alpine,1,10,10,12,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2,False,2
11,Austrian Grand Prix,SAR,Williams,0,19,19,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False,0
11,Austrian Grand Prix,PER,Red Bull Racing,3,8,8,7,0,7,1,0,0,8,1.0,0.0,0.0,0.0,1.0,12,False,12
11,Austrian Grand Prix,BOT,Kick Sauber,0,18,18,16,0,0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,2,False,2
11,Austrian Grand Prix,SAI,Ferrari,7,4,4,3,0,16,1,0,0,17,4.0,0.0,0.0,0.0,4.0,28,False,28
11,Austrian Grand Prix,MAG,Haas F1 Team,0,12,12,8,0,5,4,0,0,9,0.0,2.0,0.0,0.0,2.0,11,False,11
11,Austrian Grand Prix,RIC,RB,0,11,11,9,0,3,2,0,0,5,0.0,2.0,0.0,0.0,2.0,7,False,7
11,Austrian Grand Prix,HUL,Haas F1 Team,2,9,9,6,0,9,3,0,0,12,0.0,0.0,0.0,0.0,0.0,14,False,14
11,Austrian Grand Prix,LEC,Ferrari,5,6,6,11,0,1,0,0,0,1,2.0,3.0,0.0,0.0,5.0,11,False,11
11,Austrian Grand Prix,ZHO,Kick Sauber,0,20,20,17,0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,3,False,3
11,Austrian Grand Prix,VER,Red Bull Racing,10,1,1,5,0,11,0,0,0,11,8.0,0.0,0.0,0.0,8.0,29,False,29
11,Austrian Grand Prix,ALO,Aston Martin,0,15,15,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False,0
11,Austrian Grand Prix,TSU,RB,0,14,14,14,0,1,0,0,0,1,0.0,1.0,0.0,0.0,1.0,2,False,2
11,Austrian Grand Prix,ALB,Williams,0,16,16,15,0,1,1,0,0,2,0.0,3.0,0.0,0.0,3.0,5,False,5
11,Austrian Grand Prix,GAS,Alpine,0,13,13,10,0,2,3,0,0,5,0.0,0.0,0.0,0.0,0.0,5,False,5
11,Austrian Grand Prix,HAM,Mercedes,6,5,5,4,0,13,1,0,0,14,3.0,0.0,0.0,0.0,3.0,23,False,23
11,Austrian Grand Prix,NOR,McLaren,9,2,2,20,0,0,0,0,0,0,6.0,0.0,0.0,0.0,6.0,15,False,15
11,Austrian Grand Prix,STR,Aston Martin,0,17,17,13,0,1,4,0,0,5,0.0,2.0,0.0,0.0,2.0,7,False,7
12,British Grand Prix,RUS,Mercedes,10,1,1,19,0,0,0,0,-10,-10,,,,,,10,True,0
12,British Grand Prix,PIA,McLaren,6,5,5,4,0,13,1,0,0,14,,,,,,20,False,20
12,British Grand Prix,OCO,Alpine,0,18,18,16,0,0,2,0,0,2,,,,,,2,False,2
12,British Grand Prix,SAR,Williams,0,12,12,11,0,1,1,0,0,2,,,,,,2,False,2
12,British Grand Prix,PER,Red Bull Racing,0,19,20,17,-1,0,3,0,0,3,,,,,,3,False,3
12,British Grand Prix,BOT,Kick Sauber,0,16,16,15,0,1,1,0,0,2,,,,,,2,False,2
12,British Grand Prix,SAI,Ferrari,4,7,7,5,0,11,2,0,0,13,,,,,,17,False,17
12,British Grand Prix,MAG,Haas F1 Team,0,17,17,12,0,1,5,0,0,6,,,,,,6,False,6
12,British Grand Prix,RIC,RB,0,15,15,13,0,1,2,0,0,3,,,,,,3,False,3
12,British Grand Prix,HUL,Haas F1 Team,5,6,6,6,0,9,0,0,0,9,,,,,,14,False,14
12,British Grand Prix,LEC,Ferrari,0,11,11,14,0,1,0,0,0,1,,,,,,1,False,1
12,British Grand Prix,ZHO,Kick Sauber,0,14,14,18,0,0,0,0,0,0,,,,,,0,False,0
12,British Grand Prix,VER,Red Bull Racing,7,4,4,2,0,20,2,0,0,22,,,,,,29,False,29
12,British Grand Prix,ALO,Aston Martin,1,10,10,8,0,5,2,0,0,7,,,,,,8,False,8
