round,event,driver,team,quali_pts,quali_position,grid_position,finish_position,grid_penalty_positions,race_finish_pts,race_gain_pts,race_fl_pts,race_penalty,race_total,sprint_finish_pts,sprint_gain_pts,sprint_fl_pts,sprint_penalty,sprint_total,positive_pts,is_dnf,total_pts
1,Bahrain Grand Prix,PER,Red Bull Racing,9,2,2.0,2.0,0.0,20,0,0,0,20,,,,,,29,False,29
1,Bahrain Grand Prix,PIA,McLaren,0,18,18.0,20.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
1,Bahrain Grand Prix,BOT,Alfa Romeo,0,12,12.0,8.0,0.0,5,4,0,0,9,,,,,,9,False,9
1,Bahrain Grand Prix,SAI,Ferrari,7,4,4.0,4.0,0.0,13,0,0,0,13,,,,,,20,False,20
2,Saudi Arabian Grand Prix,OCO,Alpine,4,7,6.0,8.0,1.0,5,0,0,0,5,,,,,,9,False,9
2,Saudi Arabian Grand Prix,GAS,Alpine,1,10,9.0,9.0,1.0,3,0,0,0,3,,,,,,4,False,4
2,Saudi Arabian Grand Prix,DEV,AlphaTauri,0,18,18.0,14.0,0.0,1,4,0,0,5,,,,,,5,False,5
2,Saudi Arabian Grand Prix,SAR,Williams,0,20,20.0,16.0,0.0,0,4,0,0,4,,,,,,4,False,4
2,Saudi Arabian Grand Prix,VER,Red Bull Racing,0,15,15.0,2.0,0.0,20,13,0,0,33,,,,,,33,False,33
2,Saudi Arabian Grand Prix,HAM,Mercedes,3,8,7.0,5.0,1.0,11,2,0,0,13,,,,,,16,False,16
2,Saudi Arabian Grand Prix,STR,Aston Martin,5,6,5.0,20.0,1.0,0,0,0,-10,-10,,,,,,5,True,-5
2,Saudi Arabian Grand Prix,HUL,Haas F1 Team,0,11,10.0,12.0,1.0,1,0,0,0,1,,,,,,1,False,1
2,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,0,12,11.0,13.0,1.0,1,0,0,0,1,,,,,,1,False,1
2,Saudi Arabian Grand Prix,LEC,Ferrari,9,2,12.0,7.0,-10.0,7,5,0,0,12,,,,,,21,False,21
2,Saudi Arabian Grand Prix,RUS,Mercedes,7,4,3.0,4.0,1.0,13,0,0,0,13,,,,,,20,False,20
2,Saudi Arabian Grand Prix,MAG,Haas F1 Team,0,13,13.0,10.0,0.0,2,3,0,0,5,,,,,,5,False,5
2,Saudi Arabian Grand Prix,ALB,Williams,0,17,17.0,19.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
2,Saudi Arabian Grand Prix,ALO,Aston Martin,8,3,2.0,3.0,1.0,16,0,0,0,16,,,,,,24,False,24
2,Saudi Arabian Grand Prix,TSU,AlphaTauri,0,16,16.0,11.0,0.0,1,5,0,0,6,,,,,,6,False,6
2,Saudi Arabian Grand Prix,NOR,McLaren,0,19,19.0,17.0,0.0,0,2,0,0,2,,,,,,2,False,2
2,Saudi Arabian Grand Prix,PER,Red Bull Racing,10,1,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
2,Saudi Arabian Grand Prix,PIA,McLaren,2,9,8.0,15.0,1.0,1,0,0,0,1,,,,,,3,False,3
2,Saudi Arabian Grand Prix,BOT,Alfa Romeo,0,14,14.0,18.0,0.0,0,0,0,0,0,,,,,,0,False,0
2,Saudi Arabian Grand Prix,SAI,Ferrari,6,5,4.0,6.0,1.0,9,0,0,0,9,,,,,,15,False,15
3,Australian Grand Prix,OCO,Alpine,0,11,11.0,14.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
3,Australian Grand Prix,GAS,Alpine,2,9,9.0,13.0,0.0,0,0,0,-10,-10,,,,,,2,True,-8
3,Australian Grand Prix,DEV,AlphaTauri,0,15,15.0,15.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
3,Australian Grand Prix,SAR,Williams,0,18,18.0,16.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
3,Australian Grand Prix,VER,Red Bull Racing,10,1,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
3,Australian Grand Prix,HAM,Mercedes,8,3,3.0,2.0,0.0,20,1,0,0,21,,,,,,29,False,29
3,Australian Grand Prix,STR,Aston Martin,5,6,6.0,4.0,0.0,13,2,0,0,15,,,,,,20,False,20
3,Australian Grand Prix,HUL,Haas F1 Team,1,10,10.0,7.0,0.0,7,3,0,0,10,,,,,,11,False,11
3,Australian Grand Prix,ZHO,Alfa Romeo,0,17,17.0,9.0,0.0,3,8,0,0,11,,,,,,11,False,11
3,Australian Grand Prix,LEC,Ferrari,4,7,7.0,20.0,0.0,0,0,0,-10,-10,,,,,,4,True,-6
3,Australian Grand Prix,RUS,Mercedes,9,2,2.0,18.0,0.0,0,0,0,-10,-10,,,,,,9,True,-1
3,Australian Grand Prix,MAG,Haas F1 Team,0,14,14.0,17.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
3,Australian Grand Prix,ALB,Williams,3,8,8.0,19.0,0.0,0,0,0,-10,-10,,,,,,3,True,-7
3,Australian Grand Prix,ALO,Aston Martin,7,4,4.0,3.0,0.0,16,1,0,0,17,,,,,,24,False,24
3,Australian Grand Prix,TSU,AlphaTauri,0,12,12.0,10.0,0.0,2,2,0,0,4,,,,,,4,False,4
3,Australian Grand Prix,NOR,McLaren,0,13,13.0,6.0,0.0,9,7,0,0,16,,,,,,16,False,16
3,Australian Grand Prix,PER,Red Bull Racing,0,20,20.0,5.0,0.0,11,15,0,0,26,,,,,,26,False,26
3,Australian Grand Prix,PIA,McLaren,0,16,16.0,8.0,0.0,5,8,0,0,13,,,,,,13,False,13
3,Australian Grand Prix,BOT,Alfa Romeo,0,19,19.0,11.0,0.0,1,8,0,0,9,,,,,,9,False,9
3,Australian Grand Prix,SAI,Ferrari,6,5,5.0,12.0,0.0,1,0,0,0,1,,,,,,7,False,7
4,Azerbaijan Grand Prix,OCO,Alpine,0,12,19.0,15.0,-7.0,1,4,0,0,5,0.0,0.0,0.0,0.0,0.0,5,False,5
4,Azerbaijan Grand Prix,GAS,Alpine,0,19,17.0,14.0,2.0,1,3,0,0,4,0.0,4.0,0.0,0.0,4.0,8,False,8
4,Azerbaijan Grand Prix,DEV,AlphaTauri,0,20,18.0,20.0,2.0,0,0,0,-10,-10,0.0,4.0,0.0,0.0,4.0,4,True,-6
4,Azerbaijan Grand Prix,SAR,Williams,0,15,14.0,16.0,1.0,0,0,0,0,0,0.0,0.0,0.0,-5.0,-5.0,0,False,-5
4,Azerbaijan Grand Prix,VER,Red Bull Racing,9,2,2.0,2.0,0.0,20,0,0,0,20,6.0,0.0,0.0,0.0,6.0,35,False,35
4,Azerbaijan Grand Prix,HAM,Mercedes,6,5,5.0,6.0,0.0,9,0,0,0,9,2.0,0.0,0.0,0.0,2.0,17,False,17
4,Azerbaijan Grand Prix,STR,Aston Martin,2,9,9.0,7.0,0.0,7,2,0,0,9,1.0,1.0,0.0,0.0,2.0,13,False,13
4,Azerbaijan Grand Prix,HUL,Haas F1 Team,0,17,20.0,17.0,-3.0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,3,False,3
4,Azerbaijan Grand Prix,ZHO,Alfa Romeo,0,16,15.0,19.0,1.0,0,0,0,-10,-10,0.0,2.0,0.0,0.0,2.0,2,True,-8
4,Azerbaijan Grand Prix,LEC,Ferrari,10,1,1.0,3.0,0.0,16,0,0,0,16,7.0,0.0,0.0,0.0,7.0,33,False,33
4,Azerbaijan Grand Prix,RUS,Mercedes,0,11,11.0,8.0,0.0,5,3,0,0,8,5.0,0.0,0.0,0.0,5.0,13,False,13
4,Azerbaijan Grand Prix,MAG,Haas F1 Team,0,18,16.0,13.0,2.0,1,3,0,0,4,0.0,2.0,0.0,0.0,2.0,6,False,6
4,Azerbaijan Grand Prix,ALB,Williams,0,13,12.0,12.0,1.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,False,1
4,Azerbaijan Grand Prix,ALO,Aston Martin,5,6,6.0,4.0,0.0,13,2,0,0,15,3.0,2.0,0.0,0.0,5.0,25,False,25
4,Azerbaijan Grand Prix,TSU,AlphaTauri,3,8,8.0,10.0,0.0,2,0,0,0,2,0.0,0.0,0.0,-5.0,-5.0,5,False,0
4,Azerbaijan Grand Prix,NOR,McLaren,4,7,7.0,9.0,0.0,3,0,0,0,3,0.0,0.0,0.0,0.0,0.0,7,False,7
4,Azerbaijan Grand Prix,PER,Red Bull Racing,8,3,3.0,1.0,0.0,25,2,0,0,27,8.0,1.0,0.0,0.0,9.0,44,False,44
4,Azerbaijan Grand Prix,PIA,McLaren,1,10,10.0,11.0,0.0,1,0,0,0,1,0.0,1.0,0.0,0.0,1.0,3,False,3
4,Azerbaijan Grand Prix,BOT,Alfa Romeo,0,14,13.0,18.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False,0
4,Azerbaijan Grand Prix,SAI,Ferrari,7,4,4.0,5.0,0.0,11,0,0,0,11,4.0,0.0,0.0,0.0,4.0,22,False,22
5,Miami Grand Prix,OCO,Alpine,3,8,8.0,9.0,0.0,3,0,0,0,3,,,,,,6,False,6
5,Miami Grand Prix,GAS,Alpine,6,5,5.0,8.0,0.0,5,0,0,0,5,,,,,,11,False,11
5,Miami Grand Prix,DEV,AlphaTauri,0,15,15.0,18.0,0.0,0,0,0,0,0,,,,,,0,False,0
5,Miami Grand Prix,SAR,Williams,0,20,20.0,20.0,0.0,0,0,0,0,0,,,,,,0,False,0
5,Miami Grand Prix,VER,Red Bull Racing,2,9,9.0,1.0,0.0,25,8,0,0,33,,,,,,35,False,35
5,Miami Grand Prix,HAM,Mercedes,0,13,13.0,6.0,0.0,9,7,0,0,16,,,,,,16,False,16
5,Miami Grand Prix,STR,Aston Martin,0,18,18.0,12.0,0.0,1,6,0,0,7,,,,,,7,False,7
5,Miami Grand Prix,HUL,Haas F1 Team,0,12,12.0,15.0,0.0,1,0,0,0,1,,,,,,1,False,1
5,Miami Grand Prix,ZHO,Alfa Romeo,0,14,14.0,16.0,0.0,0,0,0,0,0,,,,,,0,False,0
5,Miami Grand Prix,LEC,Ferrari,4,7,7.0,7.0,0.0,7,0,0,0,7,,,,,,11,False,11
5,Miami Grand Prix,RUS,Mercedes,5,6,6.0,4.0,0.0,13,2,0,0,15,,,,,,20,False,20
5,Miami Grand Prix,MAG,Haas F1 Team,7,4,4.0,10.0,0.0,2,0,0,0,2,,,,,,9,False,9
5,Miami Grand Prix,ALB,Williams,0,11,11.0,14.0,0.0,1,0,0,0,1,,,,,,1,False,1
5,Miami Grand Prix,ALO,Aston Martin,9,2,2.0,3.0,0.0,16,0,0,0,16,,,,,,25,False,25
5,Miami Grand Prix,TSU,AlphaTauri,0,17,17.0,11.0,0.0,1,6,0,0,7,,,,,,7,False,7
5,Miami Grand Prix,NOR,McLaren,0,16,16.0,17.0,0.0,0,0,0,0,0,,,,,,0,False,0
5,Miami Grand Prix,PER,Red Bull Racing,10,1,1.0,2.0,0.0,20,0,0,0,20,,,,,,30,False,30
5,Miami Grand Prix,PIA,McLaren,0,19,19.0,19.0,0.0,0,0,0,0,0,,,,,,0,False,0
5,Miami Grand Prix,BOT,Alfa Romeo,1,10,10.0,13.0,0.0,1,0,0,0,1,,,,,,2,False,2
5,Miami Grand Prix,SAI,Ferrari,8,3,3.0,5.0,0.0,11,0,0,0,11,,,,,,19,False,19
6,Monaco Grand Prix,OCO,Alpine,7,4,3.0,3.0,1.0,16,0,0,0,16,,,,,,23,False,23
6,Monaco Grand Prix,GAS,Alpine,4,7,7.0,7.0,0.0,7,0,0,0,7,,,,,,11,False,11
6,Monaco Grand Prix,DEV,AlphaTauri,0,12,12.0,12.0,0.0,1,0,0,0,1,,,,,,1,False,1
6,Monaco Grand Prix,SAR,Williams,0,16,16.0,18.0,0.0,0,0,0,0,0,,,,,,0,False,0
6,Monaco Grand Prix,VER,Red Bull Racing,10,1,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
6,Monaco Grand Prix,HAM,Mercedes,5,6,5.0,4.0,1.0,13,1,0,0,14,,,,,,19,False,19
6,Monaco Grand Prix,STR,Aston Martin,0,14,14.0,20.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
6,Monaco Grand Prix,HUL,Haas F1 Team,0,18,18.0,17.0,0.0,0,1,0,0,1,,,,,,1,False,1
6,Monaco Grand Prix,ZHO,Alfa Romeo,0,19,19.0,13.0,0.0,1,6,0,0,7,,,,,,7,False,7
6,Monaco Grand Prix,LEC,Ferrari,8,3,6.0,6.0,-3.0,9,0,0,0,9,,,,,,17,False,17
6,Monaco Grand Prix,RUS,Mercedes,3,8,8.0,5.0,0.0,11,3,0,0,14,,,,,,17,False,17
6,Monaco Grand Prix,MAG,Haas F1 Team,0,17,17.0,19.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
6,Monaco Grand Prix,ALB,Williams,0,13,13.0,14.0,0.0,1,0,0,0,1,,,,,,1,False,1
6,Monaco Grand Prix,ALO,Aston Martin,9,2,2.0,2.0,0.0,20,0,0,0,20,,,,,,29,False,29
6,Monaco Grand Prix,TSU,AlphaTauri,2,9,9.0,15.0,0.0,1,0,0,0,1,,,,,,3,False,3
6,Monaco Grand Prix,NOR,McLaren,1,10,10.0,9.0,0.0,3,1,0,0,4,,,,,,5,False,5
6,Monaco Grand Prix,PER,Red Bull Racing,0,20,20.0,16.0,0.0,0,4,0,0,4,,,,,,4,False,4
6,Monaco Grand Prix,PIA,McLaren,0,11,11.0,10.0,0.0,2,1,0,0,3,,,,,,3,False,3
6,Monaco Grand Prix,BOT,Alfa Romeo,0,15,15.0,11.0,0.0,1,4,0,0,5,,,,,,5,False,5
6,Monaco Grand Prix,SAI,Ferrari,6,5,4.0,8.0,1.0,5,0,0,0,5,,,,,,11,False,11
7,Spanish Grand Prix,OCO,Alpine,4,7,6.0,8.0,1.0,5,0,0,0,5,,,,,,9,False,9
7,Spanish Grand Prix,GAS,Alpine,7,4,10.0,10.0,-6.0,2,0,0,0,2,,,,,,9,False,9
7,Spanish Grand Prix,DEV,AlphaTauri,0,14,14.0,14.0,0.0,1,0,0,0,1,,,,,,1,False,1
7,Spanish Grand Prix,SAR,Williams,0,20,20.0,20.0,0.0,0,0,0,0,0,,,,,,0,False,0
7,Spanish Grand Prix,VER,Red Bull Racing,10,1,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
7,Spanish Grand Prix,HAM,Mercedes,6,5,4.0,2.0,1.0,20,2,0,0,22,,,,,,28,False,28
7,Spanish Grand Prix,STR,Aston Martin,5,6,5.0,6.0,1.0,9,0,0,0,9,,,,,,14,False,14
7,Spanish Grand Prix,HUL,Haas F1 Team,3,8,7.0,15.0,1.0,1,0,0,0,1,,,,,,4,False,4
7,Spanish Grand Prix,ZHO,Alfa Romeo,0,13,13.0,9.0,0.0,3,4,0,0,7,,,,,,7,False,7
7,Spanish Grand Prix,LEC,Ferrari,0,19,19.0,11.0,0.0,1,8,0,0,9,,,,,,9,False,9
7,Spanish Grand Prix,RUS,Mercedes,0,12,12.0,3.0,0.0,16,9,0,0,25,,,,,,25,False,25
7,Spanish Grand Prix,MAG,Haas F1 Team,0,17,17.0,18.0,0.0,0,0,0,0,0,,,,,,0,False,0
7,Spanish Grand Prix,ALB,Williams,0,18,18.0,16.0,0.0,0,2,0,0,2,,,,,,2,False,2
7,Spanish Grand Prix,ALO,Aston Martin,2,9,8.0,7.0,1.0,7,1,0,0,8,,,,,,10,False,10
7,Spanish Grand Prix,TSU,AlphaTauri,0,15,15.0,12.0,0.0,1,3,0,0,4,,,,,,4,False,4
7,Spanish Grand Prix,NOR,McLaren,8,3,3.0,17.0,0.0,0,0,0,0,0,,,,,,8,False,8
7,Spanish Grand Prix,PER,Red Bull Racing,0,11,11.0,4.0,0.0,13,7,0,0,20,,,,,,20,False,20
7,Spanish Grand Prix,PIA,McLaren,1,10,9.0,13.0,1.0,1,0,0,0,1,,,,,,2,False,2
7,Spanish Grand Prix,BOT,Alfa Romeo,0,16,16.0,19.0,0.0,0,0,0,0,0,,,,,,0,False,0
7,Spanish Grand Prix,SAI,Ferrari,9,2,2.0,5.0,0.0,11,0,0,0,11,,,,,,20,False,20
8,Canadian Grand Prix,OCO,Alpine,5,6,6.0,8.0,0.0,5,0,0,0,5,,,,,,10,False,10
8,Canadian Grand Prix,GAS,Alpine,0,17,15.0,12.0,2.0,1,3,0,0,4,,,,,,4,False,4
8,Canadian Grand Prix,DEV,AlphaTauri,0,18,17.0,18.0,1.0,0,0,0,0,0,,,,,,0,False,0
8,Canadian Grand Prix,SAR,Williams,0,19,18.0,20.0,1.0,0,0,0,-10,-10,,,,,,0,True,-10
8,Canadian Grand Prix,VER,Red Bull Racing,10,1,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
8,Canadian Grand Prix,HAM,Mercedes,7,4,3.0,3.0,1.0,16,0,0,0,16,,,,,,23,False,23
8,Canadian Grand Prix,STR,Aston Martin,0,13,16.0,9.0,-3.0,3,7,0,0,10,,,,,,10,False,10
8,Canadian Grand Prix,HUL,Haas F1 Team,9,2,5.0,15.0,-3.0,1,0,0,0,1,,,,,,10,False,10
8,Canadian Grand Prix,ZHO,Alfa Romeo,0,20,20.0,16.0,0.0,0,4,0,0,4,,,,,,4,False,4
8,Canadian Grand Prix,LEC,Ferrari,0,11,10.0,4.0,1.0,13,6,0,0,19,,,,,,19,False,19
8,Canadian Grand Prix,RUS,Mercedes,6,5,4.0,19.0,1.0,0,0,0,-10,-10,,,,,,6,True,-4
8,Canadian Grand Prix,MAG,Haas F1 Team,0,14,13.0,17.0,1.0,0,0,0,0,0,,,,,,0,False,0
8,Canadian Grand Prix,ALB,Williams,1,10,9.0,7.0,1.0,7,2,0,0,9,,,,,,10,False,10
8,Canadian Grand Prix,ALO,Aston Martin,8,3,2.0,2.0,1.0,20,0,0,0,20,,,,,,28,False,28
8,Canadian Grand Prix,TSU,AlphaTauri,0,16,19.0,14.0,-3.0,1,5,0,0,6,,,,,,6,False,6
8,Canadian Grand Prix,NOR,McLaren,4,7,7.0,13.0,0.0,1,0,0,0,1,,,,,,5,False,5
8,Canadian Grand Prix,PER,Red Bull Racing,0,12,12.0,6.0,0.0,9,6,0,0,15,,,,,,15,False,15
8,Canadian Grand Prix,PIA,McLaren,2,9,8.0,11.0,1.0,1,0,0,0,1,,,,,,3,False,3
8,Canadian Grand Prix,BOT,Alfa Romeo,0,15,14.0,10.0,1.0,2,4,0,0,6,,,,,,6,False,6
8,Canadian Grand Prix,SAI,Ferrari,3,8,11.0,5.0,-3.0,11,6,0,0,17,,,,,,20,False,20
9,Austrian Grand Prix,OCO,Alpine,0,12,12.0,14.0,0.0,1,0,0,0,1,2.0,1.0,0.0,0.0,3.0,4,False,4
9,Austrian Grand Prix,GAS,Alpine,2,9,9.0,10.0,0.0,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,4,False,4
9,Austrian Grand Prix,DEV,AlphaTauri,0,20,20.0,17.0,0.0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,3,False,3
9,Austrian Grand Prix,SAR,Williams,0,18,18.0,13.0,0.0,1,5,0,0,6,0.0,2.0,0.0,0.0,2.0,8,False,8
9,Austrian Grand Prix,VER,Red Bull Racing,10,1,1.0,1.0,0.0,25,0,0,0,25,8.0,0.0,0.0,0.0,8.0,43,False,43
9,Austrian Grand Prix,HAM,Mercedes,6,5,5.0,8.0,0.0,5,0,0,0,5,0.0,8.0,0.0,0.0,8.0,19,False,19
9,Austrian Grand Prix,STR,Aston Martin,5,6,6.0,9.0,0.0,3,0,0,0,3,5.0,3.0,0.0,0.0,8.0,16,False,16
9,Austrian Grand Prix,HUL,Haas F1 Team,3,8,8.0,20.0,0.0,0,0,0,-10,-10,3.0,0.0,0.0,0.0,3.0,6,True,-4
9,Austrian Grand Prix,ZHO,Alfa Romeo,0,17,17.0,12.0,0.0,1,5,0,0,6,0.0,0.0,0.0,0.0,0.0,6,False,6
9,Austrian Grand Prix,LEC,Ferrari,9,2,2.0,2.0,0.0,20,0,0,0,20,0.0,0.0,0.0,0.0,0.0,29,False,29
9,Austrian Grand Prix,RUS,Mercedes,0,11,11.0,7.0,0.0,7,4,0,0,11,1.0,7.0,0.0,0.0,8.0,19,False,19
9,Austrian Grand Prix,MAG,Haas F1 Team,0,19,19.0,18.0,0.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1,False,1
9,Austrian Grand Prix,ALB,Williams,1,10,10.0,11.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2,False,2
9,Austrian Grand Prix,ALO,Aston Martin,4,7,7.0,5.0,0.0,11,2,0,0,13,4.0,1.0,0.0,0.0,5.0,22,False,22
9,Austrian Grand Prix,TSU,AlphaTauri,0,16,16.0,19.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False,0
9,Austrian Grand Prix,NOR,McLaren,7,4,4.0,4.0,0.0,13,0,0,0,13,0.0,0.0,0.0,0.0,0.0,20,False,20
9,Austrian Grand Prix,PER,Red Bull Racing,0,15,15.0,3.0,0.0,16,12,0,0,28,7.0,0.0,0.0,0.0,7.0,35,False,35
9,Austrian Grand Prix,PIA,McLaren,0,13,13.0,16.0,0.0,0,0,0,0,0,0.0,6.0,0.0,0.0,6.0,6,False,6
9,Austrian Grand Prix,BOT,Alfa Romeo,0,14,14.0,15.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,False,1
9,Austrian Grand Prix,SAI,Ferrari,8,3,3.0,6.0,0.0,9,0,0,0,9,6.0,2.0,0.0,0.0,8.0,25,False,25
10,British Grand Prix,DEV,AlphaTauri,0,18,18.0,17.0,0.0,0,1,0,0,1,,,,,,1,False,1
10,British Grand Prix,GAS,Alpine,1,10,10.0,18.0,0.0,0,0,0,-10,-10,,,,,,1,True,-9
10,British Grand Prix,OCO,Alpine,0,13,13.0,20.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
10,British Grand Prix,SAR,Williams,0,14,14.0,11.0,0.0,1,3,0,0,4,,,,,,4,False,4
10,British Grand Prix,VER,Red Bull Racing,10,1,1.0,1.0,0.0,25,0,0,0,25,,,,,,35,False,35
10,British Grand Prix,HAM,Mercedes,4,7,7.0,3.0,0.0,16,4,0,0,20,,,,,,24,False,24
10,British Grand Prix,STR,Aston Martin,0,12,12.0,14.0,0.0,1,0,0,0,1,,,,,,1,False,1
10,British Grand Prix,HUL,Haas F1 Team,0,11,11.0,13.0,0.0,1,0,0,0,1,,,,,,1,False,1
10,British Grand Prix,ZHO,Alfa Romeo,0,17,17.0,15.0,0.0,1,2,0,0,3,,,,,,3,False,3
10,British Grand Prix,LEC,Ferrari,7,4,4.0,9.0,0.0,3,0,0,0,3,,,,,,10,False,10
10,British Grand Prix,RUS,Mercedes,5,6,6.0,5.0,0.0,11,1,0,0,12,,,,,,17,False,17
10,British Grand Prix,MAG,Haas F1 Team,0,19,19.0,19.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
10,British Grand Prix,ALB,Williams,3,8,8.0,8.0,0.0,5,0,0,0,5,,,,,,8,False,8
10,British Grand Prix,ALO,Aston Martin,2,9,9.0,7.0,0.0,7,2,0,0,9,,,,,,11,False,11
10,British Grand Prix,TSU,AlphaTauri,0,16,16.0,16.0,0.0,0,0,0,0,0,,,,,,0,False,0
10,British Grand Prix,NOR,McLaren,9,2,2.0,2.0,0.0,20,0,0,0,20,,,,,,29,False,29
10,British Grand Prix,PER,Red Bull Racing,0,15,15.0,6.0,0.0,9,9,0,0,18,,,,,,18,False,18
10,British Grand Prix,PIA,McLaren,8,3,3.0,4.0,0.0,13,0,0,0,13,,,,,,21,False,21
10,British Grand Prix,BOT,Alfa Romeo,0,15,20.0,12.0,-5.0,1,8,0,0,9,,,,,,9,False,9
10,British Grand Prix,SAI,Ferrari,6,5,5.0,10.0,0.0,2,0,0,0,2,,,,,,8,False,8
11,Hungarian Grand Prix,OCO,Alpine,0,12,12.0,19.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
11,Hungarian Grand Prix,GAS,Alpine,0,15,15.0,20.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
11,Hungarian Grand Prix,SAR,Williams,0,20,20.0,18.0,0.0,0,0,0,-10,-10,,,,,,0,True,-10
11,Hungarian Grand Prix,VER,Red Bull Racing,9,2,2.0,1.0,0.0,25,1,0,0,26,,,,,,35,False,35
11,Hungarian Grand Prix,HAM,Mercedes,10,1,1.0,4.0,0.0,13,0,0,0,13,,,,,,23,False,23
11,Hungarian Grand Prix,STR,Aston Martin,0,14,14.0,10.0,0.0,2,4,0,0,6,,,,,,6,False,6
11,Hungarian Grand Prix,HUL,Haas F1 Team,1,10,10.0,14.0,0.0,1,0,0,0,1,,,,,,2,False,2
11,Hungarian Grand Prix,ZHO,Alfa Romeo,6,5,5.0,16.0,0.0,0,0,0,0,0,,,,,,6,False,6
11,Hungarian Grand Prix,LEC,Ferrari,5,6,6.0,7.0,0.0,7,0,0,0,7,,,,,,12,False,12
11,Hungarian Grand Prix,RUS,Mercedes,0,18,18.0,6.0,0.0,9,12,0,0,21,,,,,,21,False,21
11,Hungarian Grand Prix,MAG,Haas F1 Team,0,19,19.0,17.0,0.0,0,2,0,0,2,,,,,,2,False,2
11,Hungarian Grand Prix,ALB,Williams,0,16,16.0,11.0,0.0,1,5,0,0,6,,,,,,6,False,6
11,Hungarian Grand Prix,ALO,Aston Martin,3,8,8.0,9.0,0.0,3,0,0,0,3,,,,,,6,False,6
